,content
757,TENDANT A ACCORDER LE DROIT DE VOTE POUR LES ELECTIONS MUNICIPALES AUX CITOYENS DES ETATS MEMBRES DE LA COMMUNAUTE ECONOMIQUE EUROPEENNE
758,"RELATIVE AU DROIT DE VOTE ET A L'ELIGIBILITE DES ETRANGERS DANS LES ELECTIONS MUNICIPALES, EUROPEENNES ET PRUD'HOMALES"
759,"et plusieurs de ses collègues  tendant a accorder le droit de vote aux ressortissants etrangers, pour les elections municipales dans leur commune de residence"
760,TENDANT A FAVORISER L'EXERCICE DU DROIT DE VOTE PAR LES RETRAITES
761,TENDANT A COMPLETER L'ARTICLE 3 DE LA CONSTITUTION ET RELATIVE AU DROIT DE VOTE ET A L'ELIGIBILITE DES ETRANGERS DANS LES ELECTIONS MUNICIPALES ET EUROPEENNES
762,et plusieurs de ses collègues  tendant a completer l'article 3 de la Constitution et relative au droit de vote et a l'eligibilite des etrangers dans les elections municipales et europeennes
763,visant a completer l'article L. 171 du code electoral afin d'elargir le droit de vote par procuration des retraites
764,tendant a elargir le droit de vote par procuration aux retraites
765,RELATIVE AU DROIT DU CONJOINT DIVORCE A UNE PENSION DE REVERSION
766,relative aux droits des elus d'assister aux adjudications
767,relative au droit des etudiants a acceder a l'emprunt
768,tendant a renforcer le droit des riverains des aeroports a participer a la lutte contre le bruit
769,tendant a renforcer le droit des riverains des aeroports a participer a la lutte contre le bruit
770,ACQUAT  tendant a la constitution d'une commission d'enquete sur la situation comparee au regard du droit social et du droit fiscal entre les frontaliers travaillant en Allemagne et au Grand Duche du Luxembourg et les salaries francais travaillant en France
771,tendant a l'institution d'un droit d'etablissement dans l'artisanat
772,"tendant a instituer un droit d'etablissement dans l'artisanat, fonde sur l'aptitude professionnelle et de gestion"
773,et plusieurs de ses collègues  relative au droit d'installation dans l'artisanat
774,TENDANT A ACCORDER AUX COMMUNES DE MOINS DE 2OOO HABITANTS UN DROIT D'OPTION EN FAVEUR DE LA PREMIERE PART DE LA DOTATION GLOBALE D'EQUIPEMENT
775,RELATIVE AUX CONJOINTS DIVORCES DE COMMERCANTS ET D'ARTISANS AU REGARD DE LEURS DROITS A LA RETRAITE
776,et plusieurs de ses collègues  d'orientation sur les droits de la jeunesse
777,d'orientation sur les droits de la jeunesse
778,et plusieurs de ses collègues  relative aux droits de l'enfant et aux devoirs de la societe a son egard
779,RELATIVE AUX DROITS DE MUTATION DES FONDS DE COMMERCE
780,TENDANT A SUPPRIMER LES DROITS DE MUTATION A TITRE ONEREUX D'IMMEUBLES A USAGE D'ENTREPRISE
781,tendant a exonerer de droits les mutations a titre gratuit au profit d'handicapes incapables de travailler
782,TENDANT A RECONNAITRE DES DROITS AUX ANCIENS COMBATTANTS DANS LES ENTREPRISES
783,TENDANT A GARANTIR ET A RENFORCER LES DROITS DES EXPROPRIES
784,
785,TENDANT A LA PLEINE RECONNAISSANCE DES DROITS DES MEMBRES DE LA RESISTANCE
786,TENDANT A INSTITUER DES DROITS NOUVEAUX EN MATIERE D'INFORMATION ET D'INTERVENTION DES TRAVAILLEURS DANS L'ENTREPRISE ET A GARANTIR L'EXERCICE DE LA CITOYENNETE
787,"TENDANT A MIEUX PRESERVER LES DROITS DU CREANCIER CHIROGRAPHAIRE ANTERIEURS AU JUGEMENT D'OUVERTURE, EN CAS DE LIQUIDATION JUDICIAIRE"
788,TENDANT A MIEUX PRESERVER LES DROITS DU DEBITEUR ET DU CREANCIER EN CAS DE SAISIE IMMOBILIERE
789,TENDANT A AUTORISER LA DUPLICATION DES LOGICIELS A DES FINS PEDAGOGIQUES
790,modifiant le nouveau code penal et fixant a trente ans la duree de la periode de surete applicable aux personnes condamnees pour des crimes particulierement odieux
791,"tendant a assurer aux medicaments une duree de protection identique aux autres produits, compte tenu de leurs regles de commercialisation"
792,tendant a porter a deux ans la duree du mandat des delegues du personnel prevus au titre II du livre IV du code du travail
793,"i  sur la repartition, la police et la protection des eaux"
794,TENDANT A MODIFIER LES ARTICLES 110 ET 183 DU CODE DE COMMERCE AFIN DE LIMITER A QUARANTE-CINQ JOURS LES ECHEANCES DES EFFETS DE COMMERCE
795,tendant a modifier les articles 110 et 183 du Code de Commerce afin de limiter a quarante-cinq jours les echeances des effets de commerce
796,
797,tendant a reglementer les ecoutes telephoniques
798,i  D'ORIENTATION SUR L'EDUCATION
799,tif a la validation d'acquis professionnels pour la delivrance de diplomes et portant diverses dispositions relatives a l'education nationale
800,RELATIVE AU REPORT DES EFFETS DU DIVORCE DANS LES RAPPORTS AVEC LES TIERS
801,tendant a assurer l'egalite dans l'acces aux prestations de solidarite
802,tendant a assurer l'acces egal des candidats au suffrage universel et la liberte de choix des electeurs
803,et plusieurs de ses collègues  TENDANT A ENCOURAGER ET A ACCELERER L'EVOLUTION VERS L'EGALITE DES SEXES A TRAVERS LES MANUELS SCOLAIRES
804,tendant a etablir l'egalite entre les sexes dans la designation des emplois publics et des distinctions
805,tendant a favoriser l'egalite professionnelle entre les femmes et les hommes
806,tendant a assouplir la procedure du vote par procuration
807,tendant a modifier les conditions d'election des representants francais au Parlement europeen
808,e loi de M. Charles JOSSELIN  et plusieurs de ses collègues  RELATIVE A L'ELECTION DES CONSEILLERS GENERAUX ET DEROGEANT AUX DISPOSITIONS DE L'ARTICLE L. 221 DU CODE ELECTORAL
809,
810,RELATIVE A L'ELECTION DES CONSEILLERS MUNICIPAUX
811,RELATIVE A L'ELECTION DES CONSEILLERS MUNICIPAUX DANS LES COMMUNES DE 3500 HABITANTS ET PLUS
812,RELATIVE A L'ELECTION DES CONSEILLERS MUNICIPAUX
813,RELATIVE A L'ELECTION DES CONSEILLERS REGIONAUX ET A LA COORDINATION DES ACTIONS DEPARTEMENTALES ET REGIONALES AU NIVEAU DE L'ARRONDISSEMENT
814,MODIFIANT LE CODE ELECTORAL ET RELATIVE A L'ELECTION DES CONSEILLERS REGIONAUX
815,TENDANT A MODIFIER LES DISPOSITIONS DU CODE ELECTORAL RELATIVES A L'ELECTION DES CONSEILLERS REGIONAUX
816,modifiant le code electoral et relative a l'election des conseillers regionaux
817,et plusieurs de ses collègues  TENDANT A MODIFIER LES CONDITIONS DE PRESENTATION DES CANDIDATS A L'ELECTION DES CONSEILS MUNICIPAUX DANS LES COMMUNES DE 35OO HABITANTS AU PLUS
818,
819,modifiant le code electoral et relative a l'election des deputes
820,tendant a modifier les dispositions du code electoral relatives a l'election des deputes a l'Assemblee Nationale et a la repartition de la representation senatoriale
821,tendant a modifier le mode de scrutin des representants de la France au Parlement europeen
822,et plusieurs de ses collègues  modifiant des dispositions du code electoral relatives a l'election des senateurs
823,et plusieurs de ses collègues  tendant a modifier le tableau no 6 annexe a l'article L. 279 du code electoral fixant le nombre de senateurs representant les departements ainsi que le tableau no 5 annexe a l'article L.O. 276 du code electoral relatif a la repartition des sieges de senateurs entre les series
824,ojet de loi  relatif a l'election des senateurs
825,et plusieurs de ses collègues  tendant a modifier le nombre de senateurs elus dans les departements et a abaisser l'age d'eligibilite des senateurs
826,"tendant a permettre de proceder a l'election du President de la Republique dans les territoires d'outre-mer, les departements d'outre-mer et les collectivites territoriales de la Republique francaise, le jour precedant celui ou les electeurs de la metropole sont convoques"
827,anisant la concomitance des renouvellements des conseils generaux et des conseils regionaux
828,TENDANT A RAPPROCHER LA COMMUNAUTE EUROPEENNE DES CITOYENS
829,visant la simplification du deuxieme tour des elections legislatives et cantonales
830,"tendant a permettre de proceder aux elections legislatives et europeennes dans les territoires d'outre-mer, les departements d'outre-mer et les collectivites territoriales de la Republique, le jour precedant celui ou les electeurs de la metropole sont convoques"
831,ODIFIANT DIVERSES DISPOSITIONS DU CODE ELECTORAL ET DU CODE DES COMMUNES RELATIVES AUX PROCEDURES DE VOTE ET AU FONCTIONNEMENT DES CONSEILS MUNICIPAUX
832,tendant a ameliorer la sincerite des elections municipales dans les communes de moins de 3500 habitants
833,  modifiant le tableau no 7 annexe au code electoral relatif a l'effectif des conseils regionaux et a la repartition des sieges entre les departements
834,tendant a l'amelioration des conditions d'exercice des activites d'elevage
835,en faveur de l'elevage
836,i  modifiant la loi no 89-486 du 10 juillet 1989 d'orientation sur l'education et visant a permettre la representation des eleves des lycees au Conseil superieur de l'education
837,TENDANT A PERMETTRE A CEUX QUI SONT DISPENSES DE SUBVENIR AUX CHARGES COMMUNALES D'ETRE CONSEILLERS MUNICIPAUX
838,OMPLETANT LA LOI NO 75-633 DU 15 JUILLET 1975 RELATIVE A L'ELIMINATION DES DECHETS ET A LA RECUPERATION DES MATERIAUX
839,ojet de loi  relatif a l'elimination des dechets ainsi qu'aux installations classees pour la protection de l'environnement
840,
841,i  relatif aux recherches sur l'elimination des dechets radioactifs
842,et plusieurs de ses collègues  TENDANT A AMELIORER LE STATUT DES ELUS DES COLLECTIVITES TERRITORIALES DE LA REPUBLIQUE
843,"RELATIVE AU STATUT DES ELUS MUNICIPAUX, DEPARTEMENTAUX ET REGIONAUX ET A LA DEMOCRATISATION DE CES FONCTIONS ELECTIVES"
844,TENDANT A LIBERALISER L'UTILISATION DES POSTES EMETTEURS-RECEPTEURS FONCTIONNANT SUR LES CANAUX BANALISES (CB)
845,TENDANT A EMPECHER LA DISSOCIATION DES COMMUNES FUSIONNEES
846,
847,"TENDANT A MODIFIER LES ARTICLES L. 323-36 ET L. 323-37 DU CODE DU TRAVAIL AFIN DE FACILITER L'EMPLOI DES FEMMES SEULES, CHEFS DE FAMILLE"
848,TENDANT A MODIFIER L'ARTICLE L. 323-4 DU CODE DU TRAVAIL RELATIF A L'EMPLOI DES HANDICAPES
849,"tendant a etendre le benefice de la loi no 87-517 du 10 juillet 1987, relative a l'emploi des handicapes aux centres d'adaptation a la vie active"
850,tendant a modifier l'article L 323-8-4 du code du travail relatif a l'emploi des handicapes
851,relative a l'emploi des jeunes a l'issue du service national
852,tendant a modifier l'article L. 323-4 du code du travail et la loi no 87-517 du 10 juillet 1987 en faveur de l'emploi des travailleurs handicapes
853,TENDANT A GARANTIR L'EMPLOI DES TRAVAILLEURS VICTIMES D'UNE MALADIE PROLONGEE
854,"tendant a favoriser l'emploi du personnel dans les familles, en leur accordant les memes avantages fiscaux qu'aux entreprises"
855,"TENDANT A FAVORISER L'EMPLOI DU PERSONNEL DANS LES FAMILLES, EN LEUR ACCORDANT LES MEMES AVANTAGES FISCAUX QU'AUX ENTREPRISES"
856,"ojet de loi  tendant au developpement de l'emploi par la formation dans les entreprises, l'aide a l'insertion sociale et professionnelle et l'amenagement du temps de travail, pour l'application du troisieme plan pour l'emploi"
857,tendant a developper les emplois de proximite
858,relative a la lutte contre les employeurs de main d'oeuvre etrangere clandestine
859,et plusieurs de ses collègues  RELATIVE A LA DIFFUSION A LA RADIO ET A LA TELEVISION D'INFORMATIONS POUR ENCOURAGER LE DON BENEVOLE DU SANG
860,TENDANT A ENCOURAGER L'EMPLOI DES JEUNES SORTANT D'UNE SECTION D'EDUCATION SPECIALISEE
861,i  relatif a la prevention et au reglement des difficultes liees a l'endettement des particuliers
862,relative aux enfants declares sans vie a l'officier d'etat civil
863,OCQUET  et plusieurs de ses collègues  tendant a creer une commission d'enquete sur les pratiques de certains organismes effectuant des operations de construction de logements en accession sociale a la propriete
864, COLOMBIER  et plusieurs de ses collègues  tendant a la constitution d'une commission d'enquete portant sur la gestion et les activites de la Caisse francaise de developpement
865," BARROT  et plusieurs de ses collègues  tendant a la constitution d'une commission d'enquete sur les missions, les moyens et les effectifs de l'Etat depuis la loi no 82-213 du 2 mars 1982 relative aux droits et libertes des communes, des departements et des regions"
866,"FFER  tendant a la constitution d'une commission d'enquete sur la gestion administrative, financiere et technique du parc attractif des Schtroumpfs a Hagondange (Moselle)"
867,uis MASSON  tendant a la creation d'une commission d'enquete sur la defense de la langue francaise
868,te JACQUAINT  et plusieurs de ses collègues  tendant a creer une commission d'enquete sur les conditions du financement du parc de loisirs d'Eurodisneyland et sur le respect de la legislation du travail sur le chantier
869,e résolution de M. Jean AUROUX  et plusieurs de ses collègues  tendant a la constitution d'une commission d'enquete chargee d'examiner l'etat des connaissances scientifiques et les actions menees a l'egard de la transmission du SIDA au cours des dix dernieres annees en France et a l'etranger
870,AJOINIE  et plusieurs de ses collègues  tendant a la creation d'une commission d'enquete sur la pollution de l'eau et la politique nationale d'amenagement des ressources hydrauliques
871," PONS  tendant a la creation d'une commission d'enquete en application de l'article 140 du Reglement de l'Assemblee nationale, sur la presence en France de M. Georges Habache, responsable d'un mouvement palestinien"
872, BARROT  et plusieurs de ses collègues  tendant a la constitution d'une commission d'enquete sur les dysfonctionnements de l'appareil d'Etat mis en evidence par la contamination des personnes hemophiles ou pas par le virus HIV a la suite de l'administration de produits sanguins
873,n BONREPAUX  et plusieurs de ses collègues  tendant a la creation d'une commission d'enquete sur la situation du monde rural et les perspectives d'avenir de l'Espace rural dans l'amenagement du territoire national
874, PONS  tendant a la creation d'une commission d'enquete sur la situation du paysage audiovisuel francais
875,tendant a la creation d'une commission d'enquete sur la vente de materiels de guerre a l'Irak
876,tendant a creer une commission d'enquete sur la violence dans les etablissements scolaires
877,MONTDARGENT  et plusieurs de ses collègues  tendant a la creation d'une commission d'enquete sur le transfert de la chaine d'assemblage de l'Airbus 321 en Republique Federale d'Allemagne
878,s LÉOTARD  et plusieurs de ses collègues  tendant a la creation d'une commission d'enquete chargee d'etablir la verite sur les conditions dans lesquelles s'est deroule l'attentat du Drakkar qui a provoque le 23 octobre 1983 la mort de 58 parachutistes francais a Beyrouth
879,cques HYEST  tendant a la creation d'une commission d'enquete sur les causes et les consequences du dereglement de la procedure d'attribution du statut de refugie en France
880,VOISIN  et plusieurs de ses collègues  tendant a la creation d'une commission d'enquete sur la situation et l'avenir du transport routier des marchandises en France
881,ACQUAT  tendant a la constitution d'une commission d'enquete chargee d'evaluer l'interet et les perspectives reelles d'exploitation et de valorisation du charbon dans le bassin houiller lorrain
882,MIER  et plusieurs de ses collègues  tendant a la creation d'une commission d'enquete sur le blanchiment de l'argent de la drogue et les cliniques privees a Marseille et dans le pays
883, PONS  tendant a la creation d'une commission d'enquete sur les discriminations entre les eleves de l'enseignement prive et ceux de l'enseignement public en matiere de financement des etudes
884,ésolution de M. Jean AUROUX  et plusieurs de ses collègues  tendant a la creation d'une commission d'enquete sur le financement des partis politiques et des campagnes electorales sous la Veme Republique
