,Title,Name,content,
505,CONVENTION FRANCE-CONGO SUR LES DOUBLES IMPOSITIONS,"Jeanny Lorgeoux, Josy Moinet"," D'UNE CONVENTION ENTRE LE GOUVERNEMENT DE LA REPUBLIQUE FRANCAISE ET LE GOUVERNEMENT DE LA REPUBLIQUE POPULAIRE DU CONGO EN VUE D'EVITER LES DOUBLES IMPOSITIONS ET DE PREVENIR L'EVASION FISCALE EN MATIERE D'IMPOTS SUR LE REVENU, D'IMPOTS SUR LES SUCCESSIONS, DE DROITS D'ENREGISTREMENT ET DE DROITS DE TIMBRE (ENSEMBLE UN PROTOCOLE)",
506,convention France-Coree sur les doubles impositions,"Yves Guena, Claude-Gérard Marcus",sant l'approbation d'un avenant a la convention du 19 juin 1979 entre le gouvernement de la Republique francaise et le Gouvernement de la Republique de Coree tendant a eviter les doubles impositions et a prevenir l'evasion fiscale en matiere d'impots sur le revenu,
507,convention France-Emirats Arabes Unis : doubles impositions,"Serge Beltrame, Yves Guena", d'une convention entre le Gouvernement de la Republique francaise et le Gouvernement des Emirats Arabes Unis en vue d'eviter les doubles impositions,
508,Convention France-Equateur sur les doubles impositions,"Jean Laborde, Yves Guena", de la convention entre le gouvernement de la Republique francaise et le gouvernement de la Republique equatorienne en vue d'eviter la double imposition et de prevenir l'evasion fiscale en matiere d'impots sur le revenu (ensemble un protocole),
509,convention France-Italie sur les doubles impositions,"Yves Guena, Charles Ehrmann", d'une convention entre le Gouvernement de la Republique francaise et le Gouvernement de la Republique italienne en vue d'eviter les doubles impositions en matiere d'impot sur le revenu et sur la fortune et de prevenir l'evasion et la fraude fiscales (ensemble un protocole et un echange de lettres),
510,convention France-Italie sur les doubles impositions,"Yves Guena, Charles Ehrmann",utorisant l'approbation de la convention entre le gouvernement de la Republique francaise et le gouvernement de la Republique italienne en vue d'eviter les doubles impositions en matiere d'impots sur les successions et sur les donations et de prevenir l'evasion et la fraude fiscales (ensemble un protocole),
511,convention France-Koweit sur les doubles impositions,"Yves Guena, Daniel Goulet",d'un avenant a la convention du 7 fevrier 1982 entre le Gouvernement de la Republique francaise et le Gouvernement de l'Etat du Koweit en vue d'eviter les doubles impositions en matiere d'impots sur le revenu et sur les successions,
512,CONVENTION FRANCE-LUXEMBOURG DROIT DE GARDE ET DE VISITE,Alain Bocquet,,
513,convention France-Maurice sur les infractions douanieres,"Michel Bérégovoy, Roger Poudonson","utorisant l'approbation d'une convention entre le Gouvernement de la Republique francaise et le Gouvernement de Maurice relative a l'assistance administrative mutuelle internationale en vue de prevenir, rechercher et reprimer les infractions douanieres",
514,convention France-Mexique sur les doubles impositions,"Yves Guena, Pierre Brana",  autorisant l'approbation de la convention entre le Gouvernement de la Republique francaise et le Gouvernement des Etats-Unis du Mexique en vue d'eviter les doubles impositions et de prevenir l'evasion fiscale en matiere d'impots sur le revenu,
515,convention France-Mongolie sur l'entraide judiciaire,,"autorisant l'approbation de la convention entre le Gouvernement de la Republique francaise et le Gouvernement de la Republique de Mongolie, relative a l'entraide judiciaire, la reconnaissance et l'execution des decisions en matiere civile",
516,convention France-Oman sur les doubles impositions,"Serge Beltrame, Yves Guena", d'une convention entre le Gouvernement de la Republique francaise et le Gouvernement du Sultanat d'Oman en vue d'eviter les doubles impositions (ensemble un echange de lettres),
517,convention France-Qatar sur les doubles impositions,"Yves Guena, Pierre Brana",  autorisant l'approbation de la convention entre le Gouvernement de la Republique francaise et le Gouvernement de l'Etat du Qatar en vue d'eviter les doubles impositions,
518,convention France-Suede sur les doubles impositions,"Jean Laborde, Emmanuel Hamel","autorisant l'approbation de la convention entre le Gouvernement de la Republique francaise et le Gouvernement du Royaume de Suede en vue d'eviter les doubles impositions et de prevenir l'evasion fiscale en matiere d'impots sur le revenu et sur la fortune (ensemble un protocole), completee par un echange de lettres des 14 et 18 mars 1991",
519,CONVENTION FRANCE-SUISSE SUR LES POINCONS OFFICIELS,"Charles Ehrmann, Michel Crucis", D'UNE CONVENTION ENTRE LE GOUVERNEMENT DE LA REPUBLIQUE FRANCAISE ET LE CONSEIL FEDERAL SUISSE RELATIVE A LA RECONNAISSANCE RECIPROQUE DES POINCONS OFFICIELS APPOSES SUR LES OUVRAGES EN METAUX PRECIEUX,
520,convention France-Venezuela sur les doubles impositions,,autorisant l'approbation de la convention entre le Gouvernement de la Republique francaise et le Gouvernement de la Republique du Venezuela en vue d'eviter les doubles impositions et de prevenir l'evasion et la fraude fiscales en matiere d'impots sur le revenu,
521,CONVENTION FRANCO-BELGE DROIT DE GARDE ET DE VISITE,Jean Seitlinger,Projet de loi AUTORISANT L'APPROBATION D'UNE CONVENTION ENTRE LE GOUVERNEMENT DE LA REPUBLIQUE FRANCAISE ET LE GOUVERNEMENT DU ROYAUME DE BELGIQUE RELATIVE A L'ENTRAIDE JUDICIAIRE EN MATIERE DE DROIT DE GARDE ET DE DROIT DE VISITE,
522,convention judiciaire,"Michel Crucis, Charles Pistre",on de la convention concernant la competence judiciaire et l'execution des decisions en matiere civile et commerciale (ensemble trois protocoles et trois declarations),
523,convention judiciaire France-Argentine,"Louise Moreau, Jean-Pierre Bayle",orisant l'approbation de la convention de cooperation judiciaire entre le Gouvernement de la Republique francaise et le Gouvernement de la Republique argentine,
524,convention judiciaire France-Emirats arabes unis,"Bernard Guyomard, Jean-Marie Daillet","risant l'approbation de la convention entre le Gouvernement de la Republique francaise et le Gouvernement des Emirats arabes unis relative a l'entraide judiciaire, la reconnaissance et l'execution des decisions en matiere civile et commerciale",
525,convention pour la navigation du Rhin,"Louis Jung, Jean-Marie Caro",on d'un protocole additionnel no 4 a la convention revisee pour la navigation du Rhin (ensemble une declaration),
526,CONVENTION POUR LA PRODUCTION DE LA BANANE,"Louis Jung, Michèle Alliot-Marie",SANT L'APPROBATION D'UNE CONVENTION PORTANT CREATION D'UN RESEAU INTERNATIONAL POUR L'AMELIORATION DE LA PRODUCTION DE LA BANANE ET DE LA BANANE PLANTAIN (INIBAP),
527,CONVENTION PROTECTION DE LA NATURE PACIFIQUE-SUD,"Roger Poudonson, Michèle Alliot-Marie",AUTORISANT L'APPROBATION D'UNE CONVENTION SUR LA PROTECTION DE LA NATURE DANS LE PACIFIQUE-SUD,
528,CONVENTION PROTECTION DES MATIERES NUCLEAIRES,"Michel Moreigne, Marie-Noëlle Lienemann",NT L'APPROBATION D'UNE CONVENTION INTERNATIONALE SUR LA PROTECTION PHYSIQUE DES MATIERES NUCLEAIRES,
529,convention relative aux droits de l'enfant,"André Delehedde, Jacques Genton",autorisant la ratification de la convention relative aux droits de l'enfant,
530,convention sur la prevention des risques professionnels,,"autorisant la ratification de la convention internationale no 139 concernant la prevention et le controle des risques professionnels causes par les substances et agents cancerogenes, adoptee a Geneve le 24 juin 1974",
531,convention sur la securite de la navigation maritime,André Rouvière,autorisant l'approbation de la convention pour la repression d'actes illicites contre la securite de la navigation maritime,
532,convention sur l'affacturage international,"Michel Crucis, Pierre Raynal", autorisant l'approbation d'une convention sur l'affacturage international,
533,convention sur l'age minimum pour l'emploi,"Claude Mont, Maurice Adevah-Poeuf",sant la ratification de la convention internationale du travail no 138 concernant l'age minimum d'admission a l'emploi,
534,CONVENTION SUR L'AGENCE DE GARANTIE DES INVESTISSEMENTS,Jeanny Lorgeoux,"i  AUTORISANT LA RATIFICATION D'UNE CONVENTION PORTANT CREATION DE L'AGENCE MULTILATERALE DE GARANTIE DES INVESTISSEMENTS (ENSEMBLE DEUX ANNEXES ET DEUX APPENDICES) FAITE A SEOUL LE 11 OCTOBRE 1985 ET DE LA RESOLUTION ADOPTEE A WASHINGTON LE 30 OCTOBRE 1987, SIGNEE PAR LA FRANCE LE 22 JUILLET 1986",
535,CONVENTION SUR LE CONTRAT DE TRAVAIL,"Marie-Noëlle Lienemann, Pierre Matraja",AUTORISANT LA RATIFICATION DE LA CONVENTION INTERNATIONALE DU TRAVAIL NO 158 CONCERNANT LA CESSATION DE LA RELATION DE TRAVAIL A L'INITIATIVE DE L'EMPLOYEUR,
536,convention sur le credit-bail international,"Michel Crucis, Pierre Raynal", autorisant l'approbation d'une convention sur le credit-bail international,
537,CONVENTION SUR L'EGALITE DES TRAVAILLEURS FAMILIAUX,"Robert Montdargent, Pierre Matraja",AUTORISANT LA RATIFICATION DE LA CONVENTION INTERNATIONALE DU TRAVAIL NO 156 CONCERNANT L'EGALITE DE CHANCES ET DE TRAITEMENT POUR LES TRAVAILLEURS DES DEUX SEXES : TRAVAILLEURS AYANT DES RESPONSABILITES FAMILIALES,
538,CONVENTION SUR L'EMPLOI DES HANDICAPES,"Marie-Noëlle Lienemann, Pierre Matraja",AUTORISANT LA RATIFICATION DE LA CONVENTION INTERNATIONALE DU TRAVAIL NO 159 CONCERNANT LA READAPTATION PROFESSIONNELLE ET L'EMPLOI DES PERSONNES HANDICAPEES,
539,convention sur l'environnement dans le Pacifique sud,"Jean-Pierre Bayle, Charles Pistre","autorisant l'approbation d'une convention sur la protection des ressources naturelles et de l'environnement de la region du Pacifique sud (ensemble une annexe), ainsi que d'un protocole de cooperation dans les interventions d'urgence contre les incidents generateurs de pollution dans la region du Pacifique sud et d'un protocole sur la prevention de la pollution de la region du Pacifique sud resultant de l'immersion de dechets (ensemble quatre annexes)",
540,convention sur les doubles impositions,"Yves Guena, Pierre Brana",  autorisant la ratification de la convention relative a l'elimination des doubles impositions en cas de correction des benefices d'entreprises associees,
541,convention sur les inspections de la pharmacie,"Guy Penne, Pierre Hiard",  autorisant l'adhesion de la France a la convention pour la reconnaissance mutuelle des inspections concernant la fabrication des produits pharmaceutiques,
542,CONVENTIONS DES ETABLISSEMENTS D'ENSEIGNEMENT PRIVES,Claude BIRRAUX,TENDANT A AUTORISER CERTAINS ETABLISSEMENTS D'ENSEIGNEMENT SUPERIEUR PRIVES A CONCLURE AVEC L'ETAT DES CONVENTIONS RELATIVES AUX FORMATIONS QU'ILS ASSURENT,
543,cooperation intercommunale,Louis MERMAZ,relative a la cooperation intercommunale et au developpement local,
544,cooperation intercommunale,Jean BRIANE,relative a la cooperation intercommunale et au developpement local,
545,cooperation intercommunale,Claude HURIET,relative a la cooperation intercommunale et modifiant la loi d'orientation no 92-125 du 6 fevrier 1992 relative a l'administration territoriale de la Republique,
546,cooperation intercommunale et developpement local,Pierre SCHIELE,et plusieurs de ses collègues  relative a la cooperation intercommunale et au developpement local,
547,corps humain,Bernard Bioulac,i  relatif au corps humain et modifiant le code civil,
548,corruption et  transparence,"Yves Durand, Christian Bonnet",latif a la prevention de la corruption et a la transparence de la vie economique et des procedures publiques,
549,cotisations d'assurance vieillesse,Louis DE BROISSIA,tendant a moduler les cotisations d'assurance vieillesse en fonction des charges familiales,
550,cotisations dues en cas de licenciement,Marc LAURIOL,et plusieurs de ses collègues  tendant a modifier l'article L. 321-13 du code du travail afin d'adapter cette disposition a la specificite des particuliers employeurs,
551,COTISATIONS SOCIALES AGRICOLES,Jean UEBERSCHLAG,TENDANT A MODIFIER LA LOI NO 84-575 DU 9 JUILLET 1984 MODIFIANT LES DISPOSITIONS DU CODE RURAL RELATIVES AUX COTISATIONS SOCIALES AGRICOLES,
552,cotisations sociales agricoles,"Jean Giovannelli, Bernard Seillier",difiant et completant les dispositions du code rural et de la loi no 90-85 du 23 janvier 1990 relatives aux cotisations sociales agricoles,
553,COTISATIONS SOCIALES DES EMPLOYEURS,Michel JACQUEMIN,TENDANT A EXONERER LES EMPLOYEURS DES COTISATIONS SOCIALES POUR LES ALLOCATIONS DE RECHERCHE VERSEES AUX ETUDIANTS,
554,COUCHE D'OZONE,"Jeanny Lorgeoux, Xavier de Villepin",RISANT L'APPROBATION DU PROTOCOLE DE MONTREAL RELATIF A DES SUBSTANCES QUI APPAUVRISSENT LA COUCHE D'OZONE,
555,couche d'ozone,"Jean-Yves Le Déaut, Xavier de Villepin",risant l'approbation d'un amendement au protocole de Montreal du 16 septembre 1987 relatif a des substances qui appauvrissent la couche d'ozone,
556,COUPURES PUBLICITAIRES DES FILMS TELEVISES,Ivan RENAR,"et plusieurs de ses collègues  TENDANT A PRESERVER L'INTEGRITE DES OEUVRES CINEMATOGRAPHIQUES OU DE FICTION DIFFUSEES PAR LES CHAINES DE TELEVISION, NOTAMMENT PAR L'INTERDICTION DES COUPURES PUBLICITAIRES",
557,Cour de discipline budgetaire et financiere,,portant reforme de la Cour de discipline budgetaire et financiere,
558,courtiers interpretes et conducteurs de navires,Francis SAINT-ELLIER,relative a l'exercice de la profession de courtiers interpretes et conducteurs de navires,
559,cout d'electricite nucleaire,"Michel BARNIER, Jacques Fleury",BARNIER  tendant a la creation d'une commission d'enquete sur le cout de l'electricite d'origine nucleaire,
560,COUVERTURE SOCIALE DE CERTAINS AGRICULTEURS,Théo VIAL-MASSAT,TENDANT A GARANTIR LA COUVERTURE SOCIALE DE CERTAINS AGRICULTEURS EN RETARD DE PAIEMENT DE LEURS COTISATIONS,
561,CREANCES MOBILIERES ET IMMOBILIERES DES COMMUNES,Francis GENG,TENDANT A GARANTIR LES CREANCES MOBILIERES ET IMMOBILIERES DES COMMUNES EN CAS DE LIQUIDATION JUDICIAIRE D'ENTREPRISES SOUS CONTRAT D'ATELIERS-RELAIS AVEC CES COMMUNES,
562,creances publiques,François COLCOMBET,relative au recouvrement des creances publiques,
563,creant la BERD,"André Bellon, Xavier de Villepin",risant l'approbation d'un accord portant creation de la Banque Europeenne pour la Reconstruction et le Developpement (ensemble deux annexes et une declaration),
564,creant une delegation parlementaire,François FILLON,tendant a la creation d'une delegation parlementaire des exportations de materiel de guerre,
565,creation de fonds de pension,"Philippe MARINI, Philippe Marini",oi de M. Philippe MARINI  et plusieurs de ses collègues  tendant a permettre la creation de fonds de pension,
566,CREATION DE TITRES-LOISIRS,Jean-Paul FUCHS,TENDANT A LA CREATION DE TITRES-LOISIRS,
567,creation d'emplois dans les petites entreprises,Francisque PERRUT,tendant a proposer des mesures pour faciliter la creation d'emplois dans les petites entreprises,
568,CREATION D'ENTREPRISE,Pierre LAFFITTE,RELATIVE A LA CREATION D'ENTREPRISE,
569,CREATION D'ENTREPRISES INNOVANTES,Pierre LAFFITTE,TENDANT A FACILITER LA CREATION D'ENTREPRISES INNOVANTES EN INCITANT FISCALEMENT LES PERSONNES PHYSIQUES A INVESTIR,
570,CREATION D'ETUDES SURVEILLEES,Lucette MICHAUX-CHEVRY,TENDANT A GENERALISER LA CREATION D'ETUDES SURVEILLEES APRES LA FERMETURE DES CLASSES,
571,CREATION D'UN CONSEIL NATIONAL DE SECURITE,Alain MAYOUD,RELATIVE A LA CREATION D'UN CONSEIL NATIONAL DE SECURITE,
572,creation d'un diplome d'Etat de thanatopracteur,Gérard LÉONARD,tendant a la creation d'un diplome d'Etat de thanatopracteur,
573,creation d'un fonds d'equipement du territoire,Jacques MOSSION,et plusieurs de ses collègues  visant a creer un fonds d'equipement et d'amenagement du territoire,
574,creation d'un ministere des retraites,Joseph-Henri MAUJOUAN DU GASSET,tendant a creer un ministere des retraites,
575,creation d'un service civil communal d'interet general,Gilles DE ROBIEN,relative au service national et tendant a creer un service civil communal d'interet general,
576,creation d'une dotation de solidarite rurale,Philippe VASSEUR,tendant a reformer la dotation globale de fonctionnement des communes et a creer une dotation de solidarite rurale,
577,CREDIT D'HEURE SYNDICAL,Muguette JACQUAINT,TENDANT A COMPLETER L'ARTICLE L. 435-2 DU CODE DU TRAVAIL ET RELATIVE AUX CREDITS D'HEURES ALLOUES AU REPRESENTANT SYNDICAL AU COMITE CENTRAL D'ENTREPRISE,
578,credit-formation,"Alain Néri, Jean Madelain","ojet de loi  relatif au credit-formation, a la qualite et au controle de la formation professionnelle continue et modifiant le livre IX du code du travail",
579,CREDITS D'HEURES DES REPRESENTANTS SYNDICAUX,Hector VIRON,et plusieurs de ses collègues  TENDANT A COMPLETER L'ARTICLE L. 435-2 DU CODE DU TRAVAIL ET RELATIVE AUX CREDITS D'HEURES ALLOUES AU REPRESENTANT SYNDICAL AU COMITE CENTRAL D'ENTREPRISES,
580,crimes contre l'humanite commis par le regime de Vichy,Charles LEDERMAN,et plusieurs de ses collègues  relative a la reconnaissance des crimes contre l'humanite commis par le regime de Vichy,
